Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Total Shots,Shot On Target,Shots On Target %,Total Passes,Accurate Passes,Accurate Passes %,"Possession, %",Total Losses,Low Losses,Medium Losses,High Losses,Total Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Total Duels,Duels Won,Duels Won %,Total Crosses,Accurate Crosses,Accurate Crosses %,Touches in penalty area,Total Offensive Duels,Offensive Duels Won,,Total Shots Against,Shots Against On Target,Shots Against On Target %,Total Defensive Duels,Defensive Duels Won,Defensive Duels Won %,Total Forward Passes,Accurate Forward Passes,Accurate Forward Passes %,Total Passes To The Final Third,Accurate Passes To The Final Third,Accurate Passes To The Final Third %,Total Progressive Passes,Accurate Progressive Passes,Accurate Progressive Passes %,Match tempo,Average passes per possession,PPDA
,,,,Mallbacken,4-2-3-1 (100.0%),2,2.43,10,5,50,353,223,63.17,50.98,162,27,64,71,87,33,41,13,222,124,55.86,16,5,31.25,19,73,18,24.66,12,5,41.67,98,77,78.57,143,71,49.65,50,24,48,74,36,48.65,15.02,2.45,6.58
2025-08-09,Bollstanäs - Uppsala 0:4,Sweden. Elitettan,95,Bollstanäs,4-3-3 (100.0%),0,0.79,11,2,18.18,326,237,72.7,44.23,122,32,39,51,92,50,27,15,295,138,46.78,10,1,10,14,120,31,25.83,17,9,52.94,116,79,68.1,148,101,68.24,36,21,58.33,83,45,54.22,14.44,2.63,8.04
,,,,Uppsala,3-5-2 (100.0%),4,3.36,17,9,52.94,403,313,77.67,55.77,129,20,47,62,89,29,38,22,295,150,50.85,26,6,23.08,34,116,37,31.9,11,2,18.18,120,89,74.17,155,114,73.55,59,44,74.58,77,56,72.73,14.16,3.1,4.2
2025-08-02,Umeå - Bollstanäs 3:0,Sweden. Elitettan,95,Bollstanäs,3-4-1-2 (62.31%),0,0.33,3,3,100,290,217,74.83,39.62,110,29,43,38,65,33,20,12,200,77,38.5,10,3,30,3,71,16,22.54,23,10,43.48,87,47,54.02,101,64,63.37,30,14,46.67,59,29,49.15,14.9,2.96,9.64
,,,,Umeå,4-2-3-1 (62.38%),3,3.82,23,10,43.48,457,379,82.93,60.38,98,17,32,49,83,32,32,19,200,118,59,21,7,33.33,42,87,40,45.98,3,3,100,71,55,77.46,139,101,72.66,46,35,76.09,76,49,64.47,15.41,3.91,5.58
2025-07-26,Bollstanäs - Jitex 0:3,Sweden. Elitettan,96,Bollstanäs,3-4-3 (100.0%),0,0.28,4,1,25,379,280,73.88,51.69,132,28,45,59,93,48,30,15,213,105,49.3,14,6,42.86,5,83,24,28.92,16,6,37.5,83,65,78.31,134,74,55.22,48,18,37.5,67,39,58.21,14.91,2.87,7.73
,,,,Jitex,3-5-2 (100.0%),3,2.32,16,5,31.25,404,305,75.5,48.31,141,28,46,67,98,40,40,18,213,100,46.95,16,5,31.25,23,83,18,21.69,4,3,75,83,59,71.08,174,113,64.94,72,46,63.89,78,52,66.67,17,2.97,6.17
2025-06-18,Gamla Upsala - Bollstanäs 1:0,Sweden. Elitettan,100,Bollstanäs,3-4-2-1 (84.66%),0,0.76,10,4,40,333,242,72.67,41.25,142,32,55,55,104,46,41,17,302,126,41.72,21,6,28.57,15,113,33,29.2,6,3,50,122,76,62.3,129,72,55.81,40,25,62.5,65,33,50.77,14.95,2.3,8.22
,,,,Gamla Upsala,5-3-2 (62.1%),1,0.55,6,2,33.33,506,384,75.89,58.75,160,38,53,69,99,45,33,21,302,163,53.97,23,6,26.09,21,122,46,37.7,10,4,40,113,80,70.8,191,128,67.02,56,36,64.29,83,51,61.45,15.95,3.69,5.15
2025-06-14,Bollstanäs - Örebro SK 0:0,Sweden. Elitettan,99,Bollstanäs,3-4-3 (100.0%),0,0.6,11,1,9.09,322,216,67.08,46.22,141,23,50,68,74,29,30,15,211,117,55.45,19,3,15.79,22,89,42,47.19,10,1,10,82,57,69.51,122,63,51.64,35,16,45.71,64,30,46.88,14.14,2.37,8.87
,,,,Örebro SK,3-4-3 (81.75%),0,0.91,10,1,10,396,298,75.25,53.78,129,25,43,61,91,36,38,17,211,88,41.71,16,3,18.75,14,82,25,30.49,11,1,9.09,89,47,52.81,140,93,66.43,51,29,56.86,71,48,67.61,14.94,3.07,7.12
